Glendale;4257;50;0;4;14;32;419;35;363;21;1
Glenwood Springs;9781;35;0;2;5;28;483;45;426;12;2
Golden;19196;47;1;2;10;34;441;59;357;25;4
Granby;1896;4;0;0;0;4;43;6;36;1;0
Grand Junction;59586;257;2;74;37;144;2588;379;2070;139;24
Greeley;94507;437;1;38;75;323;3118;593;2377;148;52
Green Mountain Falls;651;0;0;0;0;0;14;13;0;1;1
Greenwood Village;14168;22;0;1;7;14;594;96;467;31;1
Gunnison;5956;27;0;5;1;21;287;37;240;10;3
Haxtun;962;0;0;0;0;0;5;1;4;0;0
Hayden;1842;0;0;0;0;0;36;2;33;1;0
Holyoke;2353;0;0;0;0;0;20;1;18;1;1
Idaho Springs;1747;3;0;1;1;1;73;7;56;10;3
Johnstown;10059;5;0;0;0;5;102;16;81;5;2
Kersey;1479;3;0;0;0;3;29;4;22;3;0
Kiowa;736;3;0;1;0;2;20;7;12;1;0
Kremmling;1469;11;0;0;0;11;26;3;22;1;0
La Junta;7200;30;0;3;2;25;106;31;67;8;7
Lakeside;8;0;0;0;0;0;14;2;11;1;0
Lakewood;145470;615;8;88;131;388;6194;935;4771;488;15
Lamar;7940;14;0;2;3;9;250;47;197;6;0
La Salle;1989;6;0;0;0;6;44;9;33;2;0
Leadville;2647;17;0;0;0;17;40;13;27;0;0
Limon;1913;4;1;0;0;3;5;0;4;1;0
Littleton;42464;55;2;10;14;29;1132;233;836;63;7
Lone Tree;10396;9;0;1;2;6;571;24;538;9;2
Longmont;87773;238;1;18;33;186;1958;298;1559;101;66
Louisville;18696;16;0;1;2;13;257;49;197;11;2
Loveland;68024;107;1;22;11;73;1725;209;1464;52;12
Manitou Springs;5079;15;0;1;1;13;165;27;134;4;2
Meeker;2518;2;0;1;0;1;20;4;15;1;0
Milliken;5708;11;0;3;1;7;46;8;37;1;0
Minturn;1045;1;0;0;0;1;10;1;9;0;1
Monte Vista;4521;7;0;3;1;3;121;21;97;3;0
Montrose;19465;30;0;2;7;21;672;90;561;21;4
Monument;5626;7;0;2;1;4;83;12;70;1;1
Morrison;435;2;0;0;1;1;4;1;3;0;0
Mountain View;516;2;0;1;0;1;6;2;2;2;0
Mount Crested Butte;815;3;0;0;0;3;36;2;26;8;0
Nederland;1470;12;0;0;0;12;29;4;24;1;1
New Castle;4597;5;0;0;0;5;37;5;28;4;0
Northglenn;36412;90;0;13;7;70;998;161;725;112;0
Ouray;1017;0;0;0;0;0;31;2;29;0;0
Pagosa Springs;1757;18;0;0;0;18;84;22;61;1;0
Palmer Lake;2462;8;0;1;0;7;10;6;4;0;0
Parachute;1104;6;0;1;1;4;24;3;19;2;0
Parker;46086;43;1;9;4;29;541;122;401;18;7
Platteville;2528;7;0;0;0;7;43;9;33;1;0
Pueblo;108452;831;12;40;173;606;5494;1590;3434;470;50
Rangely;2406;4;0;2;0;2;27;1;21;5;0
Rocky Ford;4026;6;0;0;0;6;82;25;57;0;0
Salida;5327;4;0;1;1;2;179;16;156;7;4
Sheridan;5763;15;0;4;3;8;367;44;275;48;5
Silt;2981;2;0;0;0;2;47;6;40;1;0
Silverthorne;3955;3;0;1;1;1;115;5;108;2;0
Snowmass Village;2875;1;0;0;0;1;42;1;41;0;0
Springfield;1476;1;0;0;0;1;8;3;4;1;0
Steamboat Springs;12299;34;0;4;2;28;296;31;238;27;0
Sterling;15034;16;0;3;0;13;353;90;254;9;3
Stratton;669;1;0;0;0;1;25;9;15;1;0
Telluride;2365;8;0;2;1;5;162;8;148;6;0
Thornton1;120841;695;0;50;50;595;3438;513;2644;281;25
Timnath;636;0;0;0;0;0;28;1;27;0;1
Vail;5397;16;0;1;0;15;312;32;280;0;1
Walsenburg;3121;5;0;1;0;4;87;27;60;0;0
Westminster;107962;245;4;34;48;159;2803;397;2077;329;13
Wheat Ridge;30691;132;2;18;26;86;1283;227;923;133;11
Windsor;18969;11;0;1;0;10;237;39;193;5;4
Woodland Park;7325;8;0;0;0;8;93;8;85;0;0
Wray;2383;0;0;0;0;0;2;0;2;0;0
Yuma;3585;6;0;2;0;4;36;8;28;0;1
